,Unnamed: 0,First,Second,Count
130701,130701,хоспитализирано,в,1
130704,130704,ДК,запазени,1
130706,130706,ДК,тремор,1
130707,130707,ръцете,ситен,1
130708,130708,ситен,китайска,1
130709,130709,китайска,походка,1
130714,130714,адекватен,видими,1
130715,130715,глава,оперативен,1
130721,130721,лигавици-бледи,чисто,1
130725,130725,чиста,от,1
130731,130731,ССС,липсва,1
130735,130735,прешлени,затруднени,1
130736,130736,пъпа,жива,1
130759,130759,щракащ,пръст,1
130761,130761,ЛМЖ,се,1
130774,130774,с-ми,вдясно,1
130790,130790,симптоми,положителни,1
130811,130811,асиметрия,VOD,1
130815,130815,набъбнала,оточна,1
130822,130822,мек,десностранна,1
130829,130829,мек,оперативни,1
130832,130832,синдром,(,1
130833,130833,(,сколиоза,1
130840,130840,вид.лигавици,бледа,1
130847,130847,мек.локален,дефанс,1
130848,130848,дефанс,неубедителен,1
130849,130849,неубедителен,забавена,1
130850,130850,цикатрикс,оскъдна,1
130857,130857,неболезнен,множество,1
130861,130861,херния,хематом,1
130873,130873,перисталтика,белег,1
130874,130874,б.о,самостоятелна,1
130875,130875,походка,намалени,1
130885,130885,координация,на,1
130886,130886,мек,СР,1
130889,130889,от,мета,1
130898,130898,правилно,сложени,1
130899,130899,ЗРЕНИЕ,чете,1
130900,130900,СТАТУС,правилно,1
130902,130902,ОПОРНО-ДВИГ.АПАРАТ,оперирана,1
130904,130904,операцията,от,1
130905,130905,години,ходи,1
130906,130906,предмишница,ПЕРИФЕРНИ,1
130908,130908,ПЛВ,неболезнено,1
130909,130909,неболезнено,намалена,1
130929,130929,мек,слух,1
130932,130932,реч,труден,1
130933,130933,труден,словесен,1
130941,130941,издишване,тахипнея,1
130948,130948,костна,метастаза,1
130953,130953,кожата,торса,1
130956,130956,очите,краката,1
130959,130959,дясно,грубо,1
130961,130961,кош,оток,1
130962,130962,кош,на,1
130965,130965,КОЖА,НОРМАЛНО,1
130966,130966,НОРМАЛНО,ОЦВЕТЕНА,1
130973,130973,дясно,УСЕТ,1
130974,130974,ЛИПСВАТ,ДРУГИ,1
130981,130981,разнокалибрени,в,1
130986,130986,болка,ЕЗИК,1
130987,130987,чисти,КОРЕМ,1
130996,130996,ЗА,БЕЛОДРОБЕН,1
130999,130999,ДВУСТРАННО,СЪС,1
131000,131000,ДВУСТРАННО,ОСКЪДНО,1
131001,131001,ОСКЪДНО,РАЗНОКАЛИБРЕНИ,1
131005,131005,ДВЕТЕ,БЕЛ,1
131006,131006,БЕЛ,ОСНОВИ,1
131009,131009,обложен,ТЕМПЕРАТУРА,1
131017,131017,С-МА,В,1
131019,131019,СПЕЦ.СТАТУС,дискретен,1
131020,131020,дискретен,централен,1
131021,131021,фациалис,повече,1
131026,131026,тонове,ЛЕКА,1
131028,131028,С,ЕДИН,1
131029,131029,ЕДИН,ДР,1
131030,131030,КОРЕМ,БОЛЕЗНЕНОСТ,1
131031,131031,УСЕТ,НАМАЛЕНА,1
131032,131032,НАМАЛЕНА,ДЪЛБОКА,1
131033,131033,ДЪЛБОКА,И,1
131034,131034,И,ПОВЪРХНОСТНА,1
131035,131035,ПОВЪРХНОСТНА,СЕТИВНОСТ,1
131038,131038,НА,РЕ,1
131039,131039,РЕ,ДЪГА,1
131047,131047,С,умерено,1
131048,131048,изразена,бледост,1
131049,131049,бледост,ГЛАВА,1
131056,131056,СЪРЦЕ,РИ,1
131057,131057,РИ,ТОНОВЕ,1
131061,131061,СПЕЦ.СТАТУС,остатъчен,1
131062,131062,остатъчен,фациалис,1
131066,131066,ляво,затруднение,1
131071,131071,ЖЛЕЗИ,УПЛЪТНЕНИЯ,1
131085,131085,ТОНЗИЛИ,ЕДИНИЧЕН,1
131086,131086,ЕДИНИЧЕН,ВЪЗЕЛ,1
131087,131087,В,ДЕСЕН,1
131090,131090,тон,ГРУБО,1
131092,131092,ХРИПОВЕ,с,1
131094,131094,СПЕЦ.СТАТУС,УСЕТ,1
131095,131095,ЛИПСВАТ,ПАТОЛОГИЧНИ,1
131097,131097,със,увеличени,1
131107,131107,ОПОРНО-ДВИГ.АПАРАТ,патолог,1
131115,131115,УПЛЪТНЕНИЯ,ОПЕРАТИВЕН,1
131116,131116,СУХА,ПО,1
131117,131117,ПО,ХОДИЛАТА,1
131120,131120,НАМАЛЕНА,ВЛАЖНОСТ,1
131121,131121,ДИШАНЕ,ОПЕРАТИВЕН,1
131125,131125,ОПОРНО-ДВИГ.АПАРАТ,ПАРЕЗА,1
131126,131126,И,ЛЯВ,1
131133,131133,дейност,ПРИГЛУШЕНИ,1
131134,131134,ПРИГЛУШЕНИ,тонове,1
131136,131136,отклонения,ЗА,1
131137,131137,ЗА,ЕПИЛЕПСИЯ,1
131139,131139,ЛЯВА,КОРЕМ,1
131143,131143,ЛЯВА,ПОД,1
131144,131144,ПОД,ПО,1
131151,131151,в,коляно,1
131158,131158,НЕБОЛЕЗНЕН,НАД,1
131162,131162,на,маст,1
131163,131163,маст,ГИНЕКОЛОГ,1
131165,131165,промени,ЗА,1
131166,131166,ЗА,КОКСАРТРОЗА,1
131169,131169,В,ШИЙНАТА,1
131170,131170,ШИЙНАТА,ОБЛАСТ,1
131171,131171,ОБЛАСТ,РИГИДНОСТ,1
131172,131172,НОРМАЛНО,ОЦВЕТЕНО,1
131177,131177,ВЪЗЛИ,ЛЕКО,1
131178,131178,ЛЕКО,УМИ,1
131179,131179,УМИ,ШИЙНИ,1
131182,131182,НО,ДИШАНЕ,1
131183,131183,НОРМАЛНА,ЧЕСТОТА,1
131193,131193,ПОЛИП,ВЛАГАЛИЩЕ,1
131196,131196,ОПОРНО-ДВИГ.АПАРАТ,периферен,1
131199,131199,пулсации,повърхностна,1
131200,131200,дълбочина,УДЪЛЖЕНО,1
131201,131201,НЕБОЛЕЗНЕН,ПЪПНА,1
131202,131202,ПЪПНА,ХЕРНИЯ,1
131212,131212,промени,НА,1
131213,131213,НА,ЛАК,1
131214,131214,ЛАК,СТАВА,1
131215,131215,ОПОРНО-ДВИГ.АПАРАТ,СИЛНО,1
131216,131216,СИЛНО,ОГРАНИЧЕНА,1
131217,131217,ОГРАНИЧЕНА,АБДУКЦИЯ,1
131218,131218,АБДУКЦИЯ,И,1
131219,131219,запазена,дълба,1
131220,131220,дълба,ока,1
131221,131221,ока,и,1
131223,131223,ТОНЗИЛИ,НОРМАЛНО,1
131233,131233,ШИЙНИ,ВЪЗЛИ,1
131235,131235,ГЪРЛО,НОРМАЛНА,1
131236,131236,НОРМАЛНА,ОЦВЕТЕНО,1
131237,131237,СПЕЦ.СТАТУС,ДВЕТЕ,1
131239,131239,СЪС,СЛЕДИ,1
131240,131240,СЛЕДИ,ЕДИНИЧНИ,1
131241,131241,ЕДИНИЧНИ,ОТ,1
131244,131244,БЕЗ,ВЪЗЛОВ,1
131245,131245,ВЪЗЛОВ,УПЛЪТНЕНИЯ,1
131246,131246,с,възел,1
131252,131252,ОБЛАСТ,ДВУСТРАННО,1
131253,131253,С,РИГИДНОСТ,1
131258,131258,ЗА,СТ,1
131273,131273,ОСНОВА,С,1
131274,131274,С,ПРОМЕНЛИВ,1
131275,131275,ПРОМЕНЛИВ,ХАРАКТЕР,1
131278,131278,говор,дискрет,1
131292,131292,отклонения,пареза,1
131294,131294,ДЪГИ,ОПОРНО-ДВИГ.АПАРАТ,1
131296,131296,ГЛАВАТА,ОБРИВ,1
131308,131308,А,КОРЕМ,1
131324,131324,С,УМЕРЕНО,1
131325,131325,УМЕРЕНО,ИЗРАЗЕНА,1
131326,131326,ИЗРАЗЕНА,БЛЕДОСТ,1
131329,131329,ОПОРНО-ДВИГ.АПАРАТ,ПАТ,1
131330,131330,ПАТ,УПЛЪТНЕНИЯ,1
131334,131334,ЩЖ,НЕ,1
131336,131336,ШИЯ,за,1
131349,131349,син,корем,1
131378,131378,двустранен,бронхоспазъм,1
131379,131379,болка,зачервяване,1
131401,131401,норма,ДС,1
131405,131405,кост,в,1
131415,131415,тон,дребни,1
131418,131418,произход,с,1
131420,131420,кървяща,спонтанно,1
131435,131435,анемичен,и,1
131441,131441,фебрилна,в,1
131442,131442,момента,наличие,1
131443,131443,кухина,ОДА,1
131450,131450,подбедриците,периферни,1
131454,131454,корекция,ръст,1
131457,131457,намалена,от,1
131463,131463,кош,оперативни,1
131466,131466,вижда,силуети,1
131467,131467,силуети,ръст,1
131471,131471,проходилка,почти,1
131472,131472,проходилка,вежда,1
131473,131473,вежда,силуети,1
131474,131474,цикатрикс,носи,1
131475,131475,носи,шина,1
